state_code,current_date,cumulative_cases_at_current_date,cumulative_deaths_at_current_date,new_cases_since_a_week_before,new_deaths_since_a_week_before,day_since_federal_family_first_act,day_since_state_emergency,day_since_statewide_neb_closure,day_since_statewide_stay_at_home,daily_distance_diff,daily_visitation_diff,encounters_rate,State,Abbreviation,Largest Employer,Type of Industry,"Dominant Sector (BLS, Feb. 2020)",Raw # of employees (in thousands),2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2018Q1P,2018Q2P,2018Q3P,2018Q4P,2019Q1P,2019Q2P,2019Q3P,2019Q4P,Paid Family Leave,Paid Sick Leave,Any Paid Time Off,Reference(Paid Sick Leave),Unemployment Rate Feb 2020,Unemployment Rate Jan 2021,MedianIncome2017
AK,2020-03-04,0,0,0,0,-14,-7,-24,-24,-0.1072421129479008,0.05001685958780154,-0.9966907997574599,Alaska,Alaska,Arctic Slope Regional Corporation,Energy,Government,79.3,53563,54373,55410,55591,54941,55495,55430,55759,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,No,No,No,,6.0,5.8,73181
AL,2020-03-04,0,0,0,0,-14,-9,nan,-31,-0.04025915753510451,-0.07673800691696571,0.9057447230795544,Alabama,Ala.,Alabama Power Company,Utlity,Government,393.5,217370,220572,223141,225859,227735,229939,232145,234054,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,No,No,No,,2.7,2.7,48123
AR,2020-03-04,0,0,0,0,-14,-7,nan,nan,0.009511969443626936,-0.025124703410132825,-0.12556688109152725,Arkansas,Ark.,Walmart Inc.,Retail,"Trade, Transportation, & Utilities",253.2,126089,128353,129033,130201,131038,132438,134022,135225,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,No,No,No,,3.5,3.9,45869
AZ,2020-03-04,2,0,1,0,-14,-7,nan,-27,-0.0009431522717834538,-0.025760370411546725,-0.4576361832366552,Arizona,Ariz.,"Avnet, Inc.",Electronics,"Trade, Transportation, & Utilities",551.3,340673,345474,351709,355333,359405,364277,368556,372522,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,No,Yes,Yes,,4.5,4.5,56581
CA,2020-03-04,55,1,29,1,-14,0,-15,-15,-0.01744245145104754,0.019986260907650683,0.5222356041100393,California,Calif.,Apple Inc.,Consumer electronics,"Trade, Transportation, & Utilities","3,062.50",2928096,2992623,3017340,3052871,3087669,3123732,3155224,3183251,14.5,14.6,14.5,14.6,14.6,14.6,14.6,14.6,Yes,Yes,Yes,1.0,3.9,2.5,71805
CO,2020-03-04,0,0,0,0,-14,-7,-22,-22,0.017746368442988256,-0.0001043544920732369,-0.5958753029265104,Colorado,Colo.,"Arrow Electronics, Inc.",Electronics,"Trade, Transportation, & Utilities",481.5,362721,370477,375312,378489,383690,388731,392348,396367,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,No,No,No,,2.5,2.8,69117
CT,2020-03-04,0,0,0,0,-14,-6,-19,-19,-0.02075620352984489,-0.03481631940899702,2.6394102512785738,Connecticut,Conn.,Aetna Inc,Health care,Education & Health Services,345.1,272854,273884,278295,277874,281659,284357,287560,288985,1.4,1.3,1.3,1.3,1.3,1.3,1.3,1.3,Yes,Yes,Yes,,3.7,3.9,74168
DC,2020-03-04,0,0,0,0,-14,-7,-21,-28,0.0051742971520663105,0.0036586797340885453,296.296896056353,District of Columbia,D.C.,,,Government,239.7,138469,139580,141969,142626,144075,145476,146996,148231,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,Yes,Yes,Yes,,5.2,2.8,82372
DE,2020-03-04,0,0,0,0,-14,-9,-20,-20,-0.007817672791974034,-0.011867667203221782,2.053012501263616,Delaware,Del.,DowDuPont Inc.,Chemicals,"Trade, Transportation, & Utilities",82.8,72091,73025,74461,74348,74270,75216,75765,76410,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,No,No,No,,4.0,5.2,62852
FL,2020-03-04,3,0,3,0,-14,-5,nan,-30,0.0004601683577429762,-0.04634871088640948,5.089632597293373,Florida,Fla.,World Fuel Services,Energy,"Trade, Transportation, & Utilities","1,823.00",1020177,1032277,1048478,1056014,1073992,1087312,1100721,1111378,5.1,5.0,5.1,5.1,5.1,5.1,5.1,5.1,No,No,No,,2.8,3.1,52594
GA,2020-03-04,2,0,2,0,-14,-10,nan,-30,-0.04569502258142509,-0.08858012521156983,1.6319854498583215,Georgia,Ga.,"The Home Depot, Inc.",Retail,"Trade, Transportation, & Utilities",954.3,579993,588340,597746,602535,607081,613105,619818,625329,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,No,No,No,,3.1,2.7,56183
HI,2020-03-04,0,0,0,0,-14,0,-21,-21,-0.10552816216794864,-0.04782880536217536,1.1721061885163837,Hawaii,Hawaii,"waiian Electric Industries, Inc.",Utilities,Leisure & Hospitality,127.6,91947,93589,94288,95369,96094,96832,97664,98536,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,No,No,No,,2.7,2.7,77765
IA,2020-03-04,0,0,0,0,-14,-13,nan,nan,0.003896509236595183,0.01632130198472119,-0.4677706597918782,Iowa,Iowa,Berkshire Hathaway Energy Company,Energy,"Trade, Transportation, & Utilities",308.2,186653,190179,190936,191038,192086,194038,195858,197172,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,No,No,No,,2.8,3.1,58570
ID,2020-03-04,0,0,0,0,-14,-9,-21,-21,-0.06128237468396065,-0.017532947694326218,-0.8996833013326867,Idaho,Idaho,"Albertsons Companies, Inc.",Grocery,"Trade, Transportation, & Utilities",145.7,75435,76681,77384,78707,79440,80446,81493,82265,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,No,No,No,,2.8,3.4,52225
IL,2020-03-04,4,0,2,0,-14,-5,-17,-17,0.0199740975624668,-0.0013933420398813902,1.5600842889678708,Illinois,Ill.,"Walgreens Boots Alliance, Inc.",Retail pharmacy,"Trade, Transportation, & Utilities",1206.2,851327,860588,872317,877010,884430,893580,901572,908913,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,No,No,No,2.0,3.5,3.1,62992
IN,2020-03-04,0,0,0,0,-14,-2,-21,-21,0.02835630979828443,0.023778585370549797,0.738567652429341,Indiana,Ind.,"Anthem, Inc.",Health care,"Trade, Transportation, & Utilities",602,361794,365478,368748,371183,372061,375491,379133,381733,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,No,No,No,,3.1,2.8,54181
KS,2020-03-04,0,0,0,0,-14,-8,nan,-26,0.028924413967337456,0.01757109362652195,-0.6305766926911952,Kansas,Kans.,"Koch Industries, Inc.",Conglomerate,"Trade, Transportation, & Utilities",268.2,165477,168173,169379,170243,170325,172358,174183,175703,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,No,No,No,,3.1,4.2,56422
KY,2020-03-04,0,0,0,0,-14,-2,-22,-22,0.0031587297347676125,-0.0030510331976683104,0.2472055018667909,Kentucky,Ky.,Humana Inc.,Health care,"Trade, Transportation, & Utilities",400.8,204567,207646,209065,211073,211801,213735,215586,217564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,No,No,,4.3,5.2,48375
LA,2020-03-04,0,0,0,0,-14,-7,-19,-19,-0.06644650990930236,-0.06160319103973794,0.37947836682020064,Louisiana,La.,"CenturyLink, Inc.",Telecommunications,"Trade, Transportation, & Utilities",378.1,251745,256655,259273,261479,260428,263094,264853,267051,1.2,1.3,1.2,1.3,1.2,1.2,1.2,1.2,No,No,No,,5.1,3.2,46145
MA,2020-03-04,2,0,1,0,-14,-6,-20,-20,-0.04366663525830846,-0.07002008308145562,3.7109704529339447,Massachusetts,Mass.,General Electric Company,Conglomerate,Education & Health Services,824.2,558472,568220,573506,577754,586347,592588,599092,604208,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,Yes,Yes,Yes,,2.8,3.6,77385
MD,2020-03-04,0,0,0,0,-14,-1,-19,-26,-0.006670905699996313,-0.024428790514705114,3.2559413319747255,Maryland,Md.,Lockheed Martin Corporation,Defense,Government,504.2,405573,412085,414704,417976,422247,426407,430388,434312,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,No,Yes,Yes,4.0,3.3,2.8,80776
